id ,name,district_id,created_at,updated_at,,,,,,,
324,Bugeshi,28,2020-04-11 20:33:33,2020-04-11 20:33:33,,,,,,,
325,Busasamana,28,2020-04-11 20:33:34,2020-04-11 20:33:34,,,,,,,
326,Cyanzarwe,28,2020-04-11 20:33:35,2020-04-11 20:33:35,,,,,,,
327,Gisenyi,28,2020-04-11 20:33:36,2020-04-11 20:33:36,,,,,,,
328,Kanama,28,2020-04-11 20:33:37,2020-04-11 20:33:37,,,,,,,
329,Kanzenze,28,2020-04-11 20:33:38,2020-04-11 20:33:38,,,,,,,
330,Mudende,28,2020-04-11 20:33:39,2020-04-11 20:33:39,,,,,,,
331,Nyakiriba,28,2020-04-11 20:33:40,2020-04-11 20:33:40,,,,,,,
332,Nyamyumba,28,2020-04-11 20:33:41,2020-04-11 20:33:41,,,,,,,
333,Nyundo,28,2020-04-11 20:33:42,2020-04-11 20:33:42,,,,,,,
334,Rubavu,28,2020-04-11 20:33:43,2020-04-11 20:33:43,,,,,,,
335,Rugerero,28,2020-04-11 20:33:44,2020-04-11 20:33:44,,,,,,,
336,Bweramana,23,2020-04-11 20:33:45,2020-04-11 20:33:45,,,,,,,
337,Byimana,23,2020-04-11 20:33:46,2020-04-11 20:33:46,,,,,,,
338,Kabagali,23,2020-04-11 20:33:47,2020-04-11 20:33:47,,,,,,,
339,Kinazi,23,2020-04-11 20:33:48,2020-04-11 20:33:48,,,,,,,
340,Kinihira,23,2020-04-11 20:33:49,2020-04-11 20:33:49,,,,,,,
341,Mbuye,23,2020-04-11 20:33:50,2020-04-11 20:33:50,,,,,,,
342,Mwendo,23,2020-04-11 20:33:51,2020-04-11 20:33:51,,,,,,,
343,Ntongwe,23,2020-04-11 20:33:52,2020-04-11 20:33:52,,,,,,,
344,Ruhango,23,2020-04-11 20:33:53,2020-04-11 20:33:53,,,,,,,
345,Base,15,2020-04-11 20:33:54,2020-04-11 20:33:54,,,,,,,
346,Burega,15,2020-04-11 20:33:55,2020-04-11 20:33:55,,,,,,,
347,Bushoki,15,2020-04-11 20:33:56,2020-04-11 20:33:56,,,,,,,
348,Buyoga,15,2020-04-11 20:33:57,2020-04-11 20:33:57,,,,,,,
349,Cyinzuzi,15,2020-04-11 20:33:58,2020-04-11 20:33:58,,,,,,,
350,Cyungo,15,2020-04-11 20:33:01,2020-04-11 20:33:01,,,,,,,
351,Kinihira,15,2020-04-11 20:33:02,2020-04-11 20:33:02,,,,,,,
352,Kisaro,15,2020-04-11 20:33:03,2020-04-11 20:33:03,,,,,,,
353,Masoro,15,2020-04-11 20:33:04,2020-04-11 20:33:04,,,,,,,
354,Mbogo,15,2020-04-11 20:33:05,2020-04-11 20:33:05,,,,,,,
355,Murambi,15,2020-04-11 20:33:06,2020-04-11 20:33:06,,,,,,,
356,Ngoma,15,2020-04-11 20:33:07,2020-04-11 20:33:07,,,,,,,
357,Ntarabana,15,2020-04-11 20:33:08,2020-04-11 20:33:08,,,,,,,
358,Rukozo,15,2020-04-11 20:33:09,2020-04-11 20:33:09,,,,,,,
359,Rusiga,15,2020-04-11 20:33:10,2020-04-11 20:33:10,,,,,,,
360,Shyorongi,15,2020-04-11 20:33:11,2020-04-11 20:33:11,,,,,,,
361,Tumba,15,2020-04-11 20:33:12,2020-04-11 20:33:12,,,,,,,
362,Bugarama,29,2020-04-11 20:33:13,2020-04-11 20:33:13,,,,,,,
363,Butare,29,2020-04-11 20:33:14,2020-04-11 20:33:14,,,,,,,
364,Bweyeye,29,2020-04-11 20:33:15,2020-04-11 20:33:15,,,,,,,
365,Gashonga,29,2020-04-11 20:33:16,2020-04-11 20:33:16,,,,,,,
366,Giheke,29,2020-04-11 20:33:17,2020-04-11 20:33:17,,,,,,,
367,Gihundwe,29,2020-04-11 20:33:18,2020-04-11 20:33:18,,,,,,,
368,Gikundamvura,29,2020-04-11 20:33:19,2020-04-11 20:33:19,,,,,,,
369,Gitambi,29,2020-04-11 20:33:20,2020-04-11 20:33:20,,,,,,,
370,Kamembe,29,2020-04-11 20:33:21,2020-04-11 20:33:21,,,,,,,
371,Muganza,29,2020-04-11 20:33:22,2020-04-11 20:33:22,,,,,,,
372,Mururu,29,2020-04-11 20:33:23,2020-04-11 20:33:23,,,,,,,
373,Nkanka,29,2020-04-11 20:33:24,2020-04-11 20:33:24,,,,,,,
374,Nkombo,29,2020-04-11 20:33:25,2020-04-11 20:33:25,,,,,,,
375,Nkungu,29,2020-04-11 20:33:26,2020-04-11 20:33:26,,,,,,,
376,Nyakabuye,29,2020-04-11 20:33:27,2020-04-11 20:33:27,,,,,,,
377,Nyakarenzo,29,2020-04-11 20:33:28,2020-04-11 20:33:28,,,,,,,
378,Nzahaha,29,2020-04-11 20:33:29,2020-04-11 20:33:29,,,,,,,
379,Rwimbogo,29,2020-04-11 20:33:30,2020-04-11 20:33:30,,,,,,,
380,Boneza,30,2020-04-11 20:33:31,2020-04-11 20:33:31,,,,,,,
381,Gihango,30,2020-04-11 20:33:32,2020-04-11 20:33:32,,,,,,,
382,Kigeyo,30,2020-04-11 20:33:33,2020-04-11 20:33:33,,,,,,,
383,Kivumu,30,2020-04-11 20:33:34,2020-04-11 20:33:34,,,,,,,
384,Manihira,30,2020-04-11 20:33:35,2020-04-11 20:33:35,,,,,,,
385,Mukura,30,2020-04-11 20:33:36,2020-04-11 20:33:36,,,,,,,
386,Murunda,30,2020-04-11 20:33:37,2020-04-11 20:33:37,,,,,,,
387,Musasa,30,2020-04-11 20:33:38,2020-04-11 20:33:38,,,,,,,
388,Mushonyi,30,2020-04-11 20:33:39,2020-04-11 20:33:39,,,,,,,
389,Mushubati,30,2020-04-11 20:33:40,2020-04-11 20:33:40,,,,,,,
390,Nyabirasi,30,2020-04-11 20:33:41,2020-04-11 20:33:41,,,,,,,
391,Ruhango,30,2020-04-11 20:33:42,2020-04-11 20:33:42,,,,,,,
392,Rusebeya,30,2020-04-11 20:33:43,2020-04-11 20:33:43,,,,,,,
393,Fumbwe,10,2020-04-11 20:33:44,2020-04-11 20:33:44,,,,,,,
394,Gahengeri,10,2020-04-11 20:33:45,2020-04-11 20:33:45,,,,,,,
395,Gishali,10,2020-04-11 20:33:46,2020-04-11 20:33:46,,,,,,,
396,Karenge,10,2020-04-11 20:33:47,2020-04-11 20:33:47,,,,,,,
397,Kigabiro,10,2020-04-11 20:33:48,2020-04-11 20:33:48,,,,,,,
398,Muhazi,10,2020-04-11 20:33:49,2020-04-11 20:33:49,,,,,,,
399,Munyaga,10,2020-04-11 20:33:50,2020-04-11 20:33:50,,,,,,,
400,Munyiginya,10,2020-04-11 20:33:51,2020-04-11 20:33:51,,,,,,,
401,Musha,10,2020-04-11 20:33:52,2020-04-11 20:33:52,,,,,,,
402,Muyumbu,10,2020-04-11 20:33:53,2020-04-11 20:33:53,,,,,,,
403,Mwulire,10,2020-04-11 20:33:54,2020-04-11 20:33:54,,,,,,,
404,Nyakaliro,10,2020-04-11 20:33:55,2020-04-11 20:33:55,,,,,,,
405,Nzige,10,2020-04-11 20:33:56,2020-04-11 20:33:56,,,,,,,
406,Rubona,10,2020-04-11 20:33:57,2020-04-11 20:33:57,,,,,,,
407,Gitega,3,2020-04-11 20:33:01,2020-04-11 20:33:01,,,,,,,
408,Kanyinya,3,2020-04-11 20:33:02,2020-04-11 20:33:02,,,,,,,
409,Kigali,3,2020-04-11 20:33:03,2020-04-11 20:33:03,,,,,,,
410,Kimisagara,3,2020-04-11 20:33:04,2020-04-11 20:33:04,,,,,,,
411,Mageragere,3,2020-04-11 20:33:05,2020-04-11 20:33:05,,,,,,,
412,Muhima,3,2020-04-11 20:33:06,2020-04-11 20:33:06,,,,,,,
413,Nyakabanda,3,2020-04-11 20:33:07,2020-04-11 20:33:07,,,,,,,
414,Nyamirambo,3,2020-04-11 20:33:08,2020-04-11 20:33:08,,,,,,,
415,Nyarugenge,3,2020-04-11 20:33:09,2020-04-11 20:33:09,,,,,,,
416,Rwezamenyo,3,2020-04-11 20:33:10,2020-04-11 20:33:10,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
